Order_ID,Customer,Product_ID,Destination_Port,Unit_quantity,Weight,decision_space_size,decision_space_plants,decision
1447240999,V55555_53,1700035,PORT09,1819,23.1,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447320234,V55555_53,1700035,PORT09,339,1.54,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447351442,V55555_53,1700035,PORT09,4302,66.6,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447381680,V55555_53,1700035,PORT09,3322,42.2,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447178728,V55555_53,1700035,PORT09,781,7.7,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447398417,V55555_53,1700035,PORT09,3266,43.2,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447191280,V55555_53,1697317,PORT09,2716,457.16,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447308639,V55555_53,1696799,PORT09,1498,245.08,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447155061,V55555_53,1696799,PORT09,617,54.52,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447155063,V55555_53,1696799,PORT09,898,113.04,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447260619,V55555_53,1696799,PORT09,555,56.52,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447398415,V55555_53,1697317,PORT09,4377,820.44,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447191291,V55555_53,1697317,PORT09,540,60.52,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447202234,V55555_53,1697317,PORT09,887,121.04,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447260620,V55555_53,1696799,PORT09,1803,302.6,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447143192,V55555_53,1697317,PORT09,936,144.88,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447241008,V55555_53,1697317,PORT09,2040,368.12,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447155059,V55555_53,1696799,PORT09,3003,498.68,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447232834,V55555_53,1697317,PORT09,2095,384.12,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447178730,V55555_53,1696799,PORT09,2034,337.12,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447308638,V55555_53,1696799,PORT09,973,136.88,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447143211,V55555_53,1697317,PORT09,529,37.68,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447254054,V55555_53,1696799,PORT09,2992,525.68,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447170787,V55555_53,1696799,PORT09,2066,369.12,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447219267,V55555_53,1696799,PORT09,3914,644.24,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447296452,V55555_53,1697317,PORT09,1222,164.56,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447232836,V55555_53,1696799,PORT09,3876,717.24,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447138895,V55555_53,1697317,PORT09,2079,345.12,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447178731,V55555_53,1697317,PORT09,1136,184.56,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447138905,V55555_53,1696799,PORT09,3931,777.24,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447211523,V55555_53,1696799,PORT09,2393,434.64,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447364332,V55555_53,1697317,PORT09,1655,257.76,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447260626,V55555_53,1697317,PORT09,2078,345.12,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447398418,V55555_53,1697317,PORT09,946,148.88,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447308588,V55555_53,1697317,PORT09,2120,335.12,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447202440,V55555_53,1697317,PORT09,1230,195.56,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447351443,V55555_53,1697317,PORT09,2115,344.12,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447158021,V55555_53,1696799,PORT09,2045,346.12,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447316598,V55555_53,1697317,PORT09,935,134.88,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447155064,V55555_53,1697317,PORT09,2943,540.68,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447329979,V55555_53,1697317,PORT09,2936,567.68,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447191278,V55555_53,1696799,PORT09,2985,484.68,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447373139,V55555_53,1697317,PORT09,2938,521.68,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447363982,V55555_53,1697317,PORT09,716,83.36,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447211524,V55555_53,1696799,PORT09,4464,813.28,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447202439,V55555_53,1696799,PORT09,2109,331.12,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447241230,V55555_53,1696799,PORT09,2978,504.68,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447143197,V55555_53,1696799,PORT09,2100,333.12,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447158022,V55555_53,1697317,PORT09,2066,341.12,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447170790,V55555_53,1697317,PORT09,2972,508.68,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447254059,V55555_53,1697317,PORT09,2069,348.12,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447316597,V55555_53,1697317,PORT09,2233,404.8,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447381636,V55555_53,1697317,PORT09,2088,353.12,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447178729,V55555_53,1696798,PORT09,2665,417.92,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447202433,V55555_53,1696798,PORT09,1961,308.36,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447138903,V55555_53,1696798,PORT09,2974,524.16,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447296449,V55555_53,1696798,PORT09,2322,397.6,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447296451,V55555_53,1696798,PORT09,950,132.56,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447358736,V55555_53,1696798,PORT09,1942,292.36,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447202425,V55555_53,1696798,PORT09,352,19.08,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447143196,V55555_53,1696798,PORT09,1208,176.72,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447202193,V55555_53,1696798,PORT09,2117,293.44,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447211522,V55555_53,1696798,PORT09,2087,341.44,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447158025,V55555_53,1696798,PORT09,3927,608.88,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447352432,V55555_53,1696798,PORT09,4090,641.04,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447155058,V55555_53,1696798,PORT09,3851,704.88,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447170794,V55555_53,1696798,PORT09,3927,619.88,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447191283,V55555_53,1696798,PORT09,3845,676.88,1,['PLANT16'],"(4.7563741745191, 'PLANT16', 2.8365666666666662, 'PORT09')"
1447262012,V5555555_30,1658528,PORT09,304,0.573273739,1,['PLANT03'],"(2.458215311538882, 'PLANT03', 1.94071341991342, 'PORT04')"
1447308835,V5555555_30,1699166,PORT09,581,3.44,1,['PLANT03'],"(2.458215311538882, 'PLANT03', 1.94071341991342, 'PORT04')"
1447261867,V5555555_30,1699591,PORT09,4118,11.24513043,1,['PLANT03'],"(2.458215311538882, 'PLANT03', 1.94071341991342, 'PORT04')"
1447201701,V5555555_30,1699591,PORT09,5098,14.05641304,1,['PLANT03'],"(2.458215311538882, 'PLANT03', 1.94071341991342, 'PORT04')"
1447356153,V5555555_30,1699591,PORT09,5054,15.05641304,1,['PLANT03'],"(2.458215311538882, 'PLANT03', 1.94071341991342, 'PORT04')"
1447338332,V5555555_30,1699465,PORT09,3836,4.943945192,1,['PLANT03'],"(2.458215311538882, 'PLANT03', 1.94071341991342, 'PORT04')"
1447308150,V5555555_30,1699465,PORT09,2031,2.471972596,1,['PLANT03'],"(2.458215311538882, 'PLANT03', 1.94071341991342, 'PORT04')"
1447335437,V5555555_30,1699465,PORT09,2026,2.471972596,1,['PLANT03'],"(2.458215311538882, 'PLANT03', 1.94071341991342, 'PORT04')"
1447262050,V5555555_30,1629341,PORT09,660,5.775454545,1,['PLANT03'],"(2.458215311538882, 'PLANT03', 1.94071341991342, 'PORT04')"
1447261869,V5555555_30,1699242,PORT09,841,1.77923094,1,['PLANT03'],"(2.458215311538882, 'PLANT03', 1.94071341991342, 'PORT04')"
1447404340,V5555555_30,1699242,PORT09,891,1.77923094,1,['PLANT03'],"(2.458215311538882, 'PLANT03', 1.94071341991342, 'PORT04')"
1447323414,V5555555_30,1699242,PORT09,895,1.77923094,1,['PLANT03'],"(2.458215311538882, 'PLANT03', 1.94071341991342, 'PORT04')"
1447384151,V5555555_30,1699242,PORT09,870,1.77923094,1,['PLANT03'],"(2.458215311538882, 'PLANT03', 1.94071341991342, 'PORT04')"
1447221634,V5555555_30,1699242,PORT09,857,1.77923094,1,['PLANT03'],"(2.458215311538882, 'PLANT03', 1.94071341991342, 'PORT04')"
1447340633,V5555555_30,1699242,PORT09,844,1.77923094,1,['PLANT03'],"(2.458215311538882, 'PLANT03', 1.94071341991342, 'PORT04')"
1447184596,V5555555_30,1699242,PORT09,853,1.77923094,1,['PLANT03'],"(2.458215311538882, 'PLANT03', 1.94071341991342, 'PORT04')"
1447278500,V5555555_30,1699799,PORT09,2819,2.095795894,1,['PLANT03'],"(2.458215311538882, 'PLANT03', 1.94071341991342, 'PORT04')"
1447386297,V5555555_30,1699799,PORT09,2745,2.095795894,1,['PLANT03'],"(2.458215311538882, 'PLANT03', 1.94071341991342, 'PORT04')"
1447182392,V5555555_30,1699799,PORT09,2816,2.095795894,1,['PLANT03'],"(2.458215311538882, 'PLANT03', 1.94071341991342, 'PORT04')"
1447309255,V5555555_30,1699552,PORT09,463,0.590121307,1,['PLANT03'],"(2.458215311538882, 'PLANT03', 1.94071341991342, 'PORT04')"
1447396767,V5555555_30,1699552,PORT09,2386,6.045145095,1,['PLANT03'],"(2.458215311538882, 'PLANT03', 1.94071341991342, 'PORT04')"
1447352019,V5555555_30,1699552,PORT09,754,1.209029019,1,['PLANT03'],"(2.458215311538882, 'PLANT03', 1.94071341991342, 'PORT04')"
1447352021,V5555555_30,1699552,PORT09,1500,3.627087057,1,['PLANT03'],"(2.458215311538882, 'PLANT03', 1.94071341991342, 'PORT04')"
1447379197,V5555555_30,1699552,PORT09,1539,3.627087057,1,['PLANT03'],"(2.458215311538882, 'PLANT03', 1.94071341991342, 'PORT04')"
1447359555,V5555555_30,1699552,PORT09,1174,2.418058038,1,['PLANT03'],"(2.458215311538882, 'PLANT03', 1.94071341991342, 'PORT04')"
1447178244,V5555555_30,1699552,PORT09,7440,19.55349332,1,['PLANT03'],"(2.458215311538882, 'PLANT03', 1.94071341991342, 'PORT04')"
1447317148,V5555555_30,1699552,PORT09,1507,3.627087057,1,['PLANT03'],"(2.458215311538882, 'PLANT03', 1.94071341991342, 'PORT04')"
1447359554,V5555555_30,1699552,PORT09,2372,6.045145095,1,['PLANT03'],"(2.458215311538882, 'PLANT03', 1.94071341991342, 'PORT04')"
1447352022,V5555555_30,1699552,PORT09,2782,7.254174114,1,['PLANT03'],"(2.458215311538882, 'PLANT03', 1.94071341991342, 'PORT04')"
1447352018,V5555555_30,1699552,PORT09,1976,4.836116076,1,['PLANT03'],"(2.458215311538882, 'PLANT03', 1.94071341991342, 'PORT04')"
1447352020,V5555555_30,1699552,PORT09,1097,2.418058038,1,['PLANT03'],"(2.458215311538882, 'PLANT03', 1.94071341991342, 'PORT04')"
1447205762,V5555555_30,1693117,PORT09,325,1.207741935,1,['PLANT03'],"(2.458215311538882, 'PLANT03', 1.94071341991342, 'PORT04')"
1447205763,V5555555_30,1693117,PORT09,333,2.2,1,['PLANT03'],"(2.458215311538882, 'PLANT03', 1.94071341991342, 'PORT04')"
1447370682,V5555555_30,1699172,PORT09,1191,11.5,1,['PLANT03'],"(2.458215311538882, 'PLANT03', 1.94071341991342, 'PORT04')"
1447372963,V5555555_30,1699173,PORT09,1446,14.94,1,['PLANT03'],"(2.458215311538882, 'PLANT03', 1.94071341991342, 'PORT04')"
1447182403,V5555555_30,1699173,PORT09,604,3.42,1,['PLANT03'],"(2.458215311538882, 'PLANT03', 1.94071341991342, 'PORT04')"
1447234949,V5555555_30,1699184,PORT09,1314,6.373333333,1,['PLANT03'],"(2.458215311538882, 'PLANT03', 1.94071341991342, 'PORT04')"
1447178062,V5555555_30,1699184,PORT09,1296,6.373333333,1,['PLANT03'],"(2.458215311538882, 'PLANT03', 1.94071341991342, 'PORT04')"
1447388729,V5555555_30,1699184,PORT09,1318,6.28,1,['PLANT03'],"(2.458215311538882, 'PLANT03', 1.94071341991342, 'PORT04')"
1447392217,V5555555_30,1699353,PORT09,1495,6.207562282,1,['PLANT03'],"(2.458215311538882, 'PLANT03', 1.94071341991342, 'PORT04')"
1447193187,V5555555_30,1699298,PORT09,4258,12.59397511,1,['PLANT03'],"(2.458215311538882, 'PLANT03', 1.94071341991342, 'PORT04')"
1447353695,V5555555_30,1699345,PORT09,1284,2.985013808,1,['PLANT03'],"(2.458215311538882, 'PLANT03', 1.94071341991342, 'PORT04')"
1447352524,V5555555_30,1699540,PORT09,3532,5.7434984,2,['PLANT03' 'PLANT09'],"(2.405784517296355, 'PLANT09', 1.94071341991342, 'PORT04')"
1447182398,V5555555_30,1699540,PORT09,1837,2.8717492,2,['PLANT03' 'PLANT09'],"(2.405784517296355, 'PLANT09', 1.94071341991342, 'PORT04')"
1447278497,V5555555_30,1699540,PORT09,8251,15.358746,2,['PLANT03' 'PLANT09'],"(2.405784517296355, 'PLANT09', 1.94071341991342, 'PORT04')"
1447255584,V5555555_30,1699540,PORT09,3461,5.7434984,2,['PLANT03' 'PLANT09'],"(2.405784517296355, 'PLANT09', 1.94071341991342, 'PORT04')"
1447332136,V5555555_30,1699540,PORT09,3522,5.7434984,2,['PLANT03' 'PLANT09'],"(2.405784517296355, 'PLANT09', 1.94071341991342, 'PORT04')"
